epoch,reward,loss,policy_loss,value_loss,entropy
467,0.6974,0.3779,-0.0507,0.9000,4.2719
468,0.6260,0.3830,-0.0457,0.9001,4.2784
469,0.5967,0.3712,-0.0575,0.9001,4.2879
470,0.7279,0.3802,-0.0483,0.9002,4.3088
471,0.6581,0.3826,-0.0462,0.9006,4.2802
472,0.5997,0.3793,-0.0495,0.9002,4.2617
473,0.6292,0.3738,-0.0549,0.9001,4.2697
474,0.7384,0.3818,-0.0470,0.9001,4.2496
475,0.5975,0.3784,-0.0503,0.9000,4.2531
476,0.6300,0.3721,-0.0567,0.9002,4.2662
477,0.7374,0.3711,-0.0577,0.9000,4.2389
478,0.7861,0.3794,-0.0495,0.9000,4.2162
479,0.6207,0.3818,-0.0473,0.9000,4.1842
480,0.7905,0.3807,-0.0484,0.9000,4.1705
481,0.6676,0.3770,-0.0521,0.9000,4.1737
482,0.6842,0.3829,-0.0463,0.9000,4.1538
483,0.7302,0.3776,-0.0515,0.9000,4.1937
484,0.6950,0.3800,-0.0490,0.9000,4.1970
485,0.6140,0.3883,-0.0407,0.9000,4.2087
486,0.6135,0.3754,-0.0537,0.9001,4.1917
487,0.7005,0.3847,-0.0443,0.9000,4.2027
488,0.5515,0.3746,-0.0545,0.9000,4.1915
489,0.6775,0.3851,-0.0440,0.9000,4.1854
490,0.7343,0.3717,-0.0574,0.9000,4.1730
491,0.6695,0.3855,-0.0435,0.9000,4.1829
492,0.6466,0.3803,-0.0487,0.9000,4.1914
493,0.7644,0.3952,-0.0338,0.9000,4.2042
494,0.6896,0.3793,-0.0498,0.9000,4.1860
495,0.7224,0.3836,-0.0454,0.9000,4.1909
